PassengerId,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
512,3,29.69911764705882,0,0,8.05,0,1,0,0,1
513,1,36.0,0,0,26.2875,0,1,0,0,1
514,1,54.0,1,0,59.4,1,0,1,0,0
515,3,24.0,0,0,7.4958,0,1,0,0,1
516,1,47.0,0,0,34.0208,0,1,0,0,1
517,2,34.0,0,0,10.5,1,0,0,0,1
518,3,29.69911764705882,0,0,24.15,0,1,0,1,0
519,2,36.0,1,0,26.0,1,0,0,0,1
520,3,32.0,0,0,7.8958,0,1,0,0,1
521,1,30.0,0,0,93.5,1,0,0,0,1
522,3,22.0,0,0,7.8958,0,1,0,0,1
523,3,29.69911764705882,0,0,7.225,0,1,1,0,0
524,1,44.0,0,1,57.9792,1,0,1,0,0
525,3,29.69911764705882,0,0,7.2292,0,1,1,0,0
526,3,40.5,0,0,7.75,0,1,0,1,0
527,2,50.0,0,0,10.5,1,0,0,0,1
528,1,29.69911764705882,0,0,221.7792,0,1,0,0,1
529,3,39.0,0,0,7.925,0,1,0,0,1
530,2,23.0,2,1,11.5,0,1,0,0,1
531,2,2.0,1,1,26.0,1,0,0,0,1
532,3,29.69911764705882,0,0,7.2292,0,1,1,0,0
533,3,17.0,1,1,7.2292,0,1,1,0,0
534,3,29.69911764705882,0,2,22.3583,1,0,1,0,0
535,3,30.0,0,0,8.6625,1,0,0,0,1
536,2,7.0,0,2,26.25,1,0,0,0,1
537,1,45.0,0,0,26.55,0,1,0,0,1
538,1,30.0,0,0,106.425,1,0,1,0,0
539,3,29.69911764705882,0,0,14.5,0,1,0,0,1
540,1,22.0,0,2,49.5,1,0,1,0,0
541,1,36.0,0,2,71.0,1,0,0,0,1
542,3,9.0,4,2,31.275,1,0,0,0,1
543,3,11.0,4,2,31.275,1,0,0,0,1
544,2,32.0,1,0,26.0,0,1,0,0,1
545,1,50.0,1,0,106.425,0,1,1,0,0
546,1,64.0,0,0,26.0,0,1,0,0,1
547,2,19.0,1,0,26.0,1,0,0,0,1
548,2,29.69911764705882,0,0,13.8625,0,1,1,0,0
549,3,33.0,1,1,20.525,0,1,0,0,1
550,2,8.0,1,1,36.75,0,1,0,0,1
551,1,17.0,0,2,110.8833,0,1,1,0,0
552,2,27.0,0,0,26.0,0,1,0,0,1
553,3,29.69911764705882,0,0,7.8292,0,1,0,1,0
554,3,22.0,0,0,7.225,0,1,1,0,0
555,3,22.0,0,0,7.775,1,0,0,0,1
556,1,62.0,0,0,26.55,0,1,0,0,1
557,1,48.0,1,0,39.6,1,0,1,0,0
558,1,29.69911764705882,0,0,227.525,0,1,1,0,0
559,1,39.0,1,1,79.65,1,0,0,0,1
560,3,36.0,1,0,17.4,1,0,0,0,1
561,3,29.69911764705882,0,0,7.75,0,1,0,1,0
562,3,40.0,0,0,7.8958,0,1,0,0,1
563,2,28.0,0,0,13.5,0,1,0,0,1
564,3,29.69911764705882,0,0,8.05,0,1,0,0,1
565,3,29.69911764705882,0,0,8.05,1,0,0,0,1
566,3,24.0,2,0,24.15,0,1,0,0,1
567,3,19.0,0,0,7.8958,0,1,0,0,1
568,3,29.0,0,4,21.075,1,0,0,0,1
569,3,29.69911764705882,0,0,7.2292,0,1,1,0,0
570,3,32.0,0,0,7.8542,0,1,0,0,1
571,2,62.0,0,0,10.5,0,1,0,0,1
572,1,53.0,2,0,51.4792,1,0,0,0,1
573,1,36.0,0,0,26.3875,0,1,0,0,1
574,3,29.69911764705882,0,0,7.75,1,0,0,1,0
575,3,16.0,0,0,8.05,0,1,0,0,1
576,3,19.0,0,0,14.5,0,1,0,0,1
577,2,34.0,0,0,13.0,1,0,0,0,1
578,1,39.0,1,0,55.9,1,0,0,0,1
579,3,29.69911764705882,1,0,14.4583,1,0,1,0,0
580,3,32.0,0,0,7.925,0,1,0,0,1
581,2,25.0,1,1,30.0,1,0,0,0,1
582,1,39.0,1,1,110.8833,1,0,1,0,0
583,2,54.0,0,0,26.0,0,1,0,0,1
584,1,36.0,0,0,40.125,0,1,1,0,0
585,3,29.69911764705882,0,0,8.7125,0,1,1,0,0
586,1,18.0,0,2,79.65,1,0,0,0,1
587,2,47.0,0,0,15.0,0,1,0,0,1
588,1,60.0,1,1,79.2,0,1,1,0,0
589,3,22.0,0,0,8.05,0,1,0,0,1
590,3,29.69911764705882,0,0,8.05,0,1,0,0,1
591,3,35.0,0,0,7.125,0,1,0,0,1
592,1,52.0,1,0,78.2667,1,0,1,0,0
593,3,47.0,0,0,7.25,0,1,0,0,1
594,3,29.69911764705882,0,2,7.75,1,0,0,1,0
595,2,37.0,1,0,26.0,0,1,0,0,1
596,3,36.0,1,1,24.15,0,1,0,0,1
597,2,29.69911764705882,0,0,33.0,1,0,0,0,1
598,3,49.0,0,0,0.0,0,1,0,0,1
599,3,29.69911764705882,0,0,7.225,0,1,1,0,0
600,1,49.0,1,0,56.9292,0,1,1,0,0
601,2,24.0,2,1,27.0,1,0,0,0,1
602,3,29.69911764705882,0,0,7.8958,0,1,0,0,1
603,1,29.69911764705882,0,0,42.4,0,1,0,0,1
604,3,44.0,0,0,8.05,0,1,0,0,1
605,1,35.0,0,0,26.55,0,1,1,0,0
606,3,36.0,1,0,15.55,0,1,0,0,1
607,3,30.0,0,0,7.8958,0,1,0,0,1
608,1,27.0,0,0,30.5,0,1,0,0,1
609,2,22.0,1,2,41.5792,1,0,1,0,0
610,1,40.0,0,0,153.4625,1,0,0,0,1
611,3,39.0,1,5,31.275,1,0,0,0,1
612,3,29.69911764705882,0,0,7.05,0,1,0,0,1
613,3,29.69911764705882,1,0,15.5,1,0,0,1,0
614,3,29.69911764705882,0,0,7.75,0,1,0,1,0
615,3,35.0,0,0,8.05,0,1,0,0,1
616,2,24.0,1,2,65.0,1,0,0,0,1
617,3,34.0,1,1,14.4,0,1,0,0,1
618,3,26.0,1,0,16.1,1,0,0,0,1
619,2,4.0,2,1,39.0,1,0,0,0,1
620,2,26.0,0,0,10.5,0,1,0,0,1
621,3,27.0,1,0,14.4542,0,1,1,0,0
622,1,42.0,1,0,52.5542,0,1,0,0,1
623,3,20.0,1,1,15.7417,0,1,1,0,0
624,3,21.0,0,0,7.8542,0,1,0,0,1
625,3,21.0,0,0,16.1,0,1,0,0,1
626,1,61.0,0,0,32.3208,0,1,0,0,1
627,2,57.0,0,0,12.35,0,1,0,1,0
628,1,21.0,0,0,77.9583,1,0,0,0,1
629,3,26.0,0,0,7.8958,0,1,0,0,1
630,3,29.69911764705882,0,0,7.7333,0,1,0,1,0
631,1,80.0,0,0,30.0,0,1,0,0,1
632,3,51.0,0,0,7.0542,0,1,0,0,1
633,1,32.0,0,0,30.5,0,1,1,0,0
634,1,29.69911764705882,0,0,0.0,0,1,0,0,1
635,3,9.0,3,2,27.9,1,0,0,0,1
636,2,28.0,0,0,13.0,1,0,0,0,1
637,3,32.0,0,0,7.925,0,1,0,0,1
638,2,31.0,1,1,26.25,0,1,0,0,1
639,3,41.0,0,5,39.6875,1,0,0,0,1
640,3,29.69911764705882,1,0,16.1,0,1,0,0,1
641,3,20.0,0,0,7.8542,0,1,0,0,1
642,1,24.0,0,0,69.3,1,0,1,0,0
643,3,2.0,3,2,27.9,1,0,0,0,1
644,3,29.69911764705882,0,0,56.4958,0,1,0,0,1
645,3,0.75,2,1,19.2583,1,0,1,0,0
646,1,48.0,1,0,76.7292,0,1,1,0,0
647,3,19.0,0,0,7.8958,0,1,0,0,1
648,1,56.0,0,0,35.5,0,1,1,0,0
649,3,29.69911764705882,0,0,7.55,0,1,0,0,1
650,3,23.0,0,0,7.55,1,0,0,0,1
651,3,29.69911764705882,0,0,7.8958,0,1,0,0,1
652,2,18.0,0,1,23.0,1,0,0,0,1
653,3,21.0,0,0,8.4333,0,1,0,0,1
654,3,29.69911764705882,0,0,7.8292,1,0,0,1,0
655,3,18.0,0,0,6.75,1,0,0,1,0
656,2,24.0,2,0,73.5,0,1,0,0,1
657,3,29.69911764705882,0,0,7.8958,0,1,0,0,1
658,3,32.0,1,1,15.5,1,0,0,1,0
659,2,23.0,0,0,13.0,0,1,0,0,1
660,1,58.0,0,2,113.275,0,1,1,0,0
661,1,50.0,2,0,133.65,0,1,0,0,1
662,3,40.0,0,0,7.225,0,1,1,0,0
663,1,47.0,0,0,25.5875,0,1,0,0,1
664,3,36.0,0,0,7.4958,0,1,0,0,1
665,3,20.0,1,0,7.925,0,1,0,0,1
666,2,32.0,2,0,73.5,0,1,0,0,1
667,2,25.0,0,0,13.0,0,1,0,0,1
668,3,29.69911764705882,0,0,7.775,0,1,0,0,1
669,3,43.0,0,0,8.05,0,1,0,0,1
670,1,29.69911764705882,1,0,52.0,1,0,0,0,1
671,2,40.0,1,1,39.0,1,0,0,0,1
672,1,31.0,1,0,52.0,0,1,0,0,1
673,2,70.0,0,0,10.5,0,1,0,0,1
674,2,31.0,0,0,13.0,0,1,0,0,1
675,2,29.69911764705882,0,0,0.0,0,1,0,0,1
676,3,18.0,0,0,7.775,0,1,0,0,1
677,3,24.5,0,0,8.05,0,1,0,0,1
678,3,18.0,0,0,9.8417,1,0,0,0,1
679,3,43.0,1,6,46.9,1,0,0,0,1
680,1,36.0,0,1,512.3292,0,1,1,0,0
681,3,29.69911764705882,0,0,8.1375,1,0,0,1,0
682,1,27.0,0,0,76.7292,0,1,1,0,0
683,3,20.0,0,0,9.225,0,1,0,0,1
684,3,14.0,5,2,46.9,0,1,0,0,1
685,2,60.0,1,1,39.0,0,1,0,0,1
686,2,25.0,1,2,41.5792,0,1,1,0,0
687,3,14.0,4,1,39.6875,0,1,0,0,1
688,3,19.0,0,0,10.1708,0,1,0,0,1
689,3,18.0,0,0,7.7958,0,1,0,0,1
690,1,15.0,0,1,211.3375,1,0,0,0,1
691,1,31.0,1,0,57.0,0,1,0,0,1
692,3,4.0,0,1,13.4167,1,0,1,0,0
693,3,29.69911764705882,0,0,56.4958,0,1,0,0,1
694,3,25.0,0,0,7.225,0,1,1,0,0
695,1,60.0,0,0,26.55,0,1,0,0,1
696,2,52.0,0,0,13.5,0,1,0,0,1
697,3,44.0,0,0,8.05,0,1,0,0,1
698,3,29.69911764705882,0,0,7.7333,1,0,0,1,0
699,1,49.0,1,1,110.8833,0,1,1,0,0
700,3,42.0,0,0,7.65,0,1,0,0,1
701,1,18.0,1,0,227.525,1,0,1,0,0
702,1,35.0,0,0,26.2875,0,1,0,0,1
703,3,18.0,0,1,14.4542,1,0,1,0,0
704,3,25.0,0,0,7.7417,0,1,0,1,0
705,3,26.0,1,0,7.8542,0,1,0,0,1
706,2,39.0,0,0,26.0,0,1,0,0,1
707,2,45.0,0,0,13.5,1,0,0,0,1
708,1,42.0,0,0,26.2875,0,1,0,0,1
709,1,22.0,0,0,151.55,1,0,0,0,1
710,3,29.69911764705882,1,1,15.2458,0,1,1,0,0
711,1,24.0,0,0,49.5042,1,0,1,0,0
712,1,29.69911764705882,0,0,26.55,0,1,0,0,1
713,1,48.0,1,0,52.0,0,1,0,0,1
714,3,29.0,0,0,9.4833,0,1,0,0,1
715,2,52.0,0,0,13.0,0,1,0,0,1
716,3,19.0,0,0,7.65,0,1,0,0,1
717,1,38.0,0,0,227.525,1,0,1,0,0
718,2,27.0,0,0,10.5,1,0,0,0,1
719,3,29.69911764705882,0,0,15.5,0,1,0,1,0
720,3,33.0,0,0,7.775,0,1,0,0,1
721,2,6.0,0,1,33.0,1,0,0,0,1
722,3,17.0,1,0,7.0542,0,1,0,0,1
723,2,34.0,0,0,13.0,0,1,0,0,1
724,2,50.0,0,0,13.0,0,1,0,0,1
725,1,27.0,1,0,53.1,0,1,0,0,1
726,3,20.0,0,0,8.6625,0,1,0,0,1
727,2,30.0,3,0,21.0,1,0,0,0,1
728,3,29.69911764705882,0,0,7.7375,1,0,0,1,0
729,2,25.0,1,0,26.0,0,1,0,0,1
730,3,25.0,1,0,7.925,1,0,0,0,1
731,1,29.0,0,0,211.3375,1,0,0,0,1
732,3,11.0,0,0,18.7875,0,1,1,0,0
733,2,29.69911764705882,0,0,0.0,0,1,0,0,1
734,2,23.0,0,0,13.0,0,1,0,0,1
735,2,23.0,0,0,13.0,0,1,0,0,1
736,3,28.5,0,0,16.1,0,1,0,0,1
737,3,48.0,1,3,34.375,1,0,0,0,1
738,1,35.0,0,0,512.3292,0,1,1,0,0
739,3,29.69911764705882,0,0,7.8958,0,1,0,0,1
740,3,29.69911764705882,0,0,7.8958,0,1,0,0,1
741,1,29.69911764705882,0,0,30.0,0,1,0,0,1
742,1,36.0,1,0,78.85,0,1,0,0,1
743,1,21.0,2,2,262.375,1,0,1,0,0
744,3,24.0,1,0,16.1,0,1,0,0,1
745,3,31.0,0,0,7.925,0,1,0,0,1
746,1,70.0,1,1,71.0,0,1,0,0,1
747,3,16.0,1,1,20.25,0,1,0,0,1
748,2,30.0,0,0,13.0,1,0,0,0,1
749,1,19.0,1,0,53.1,0,1,0,0,1
750,3,31.0,0,0,7.75,0,1,0,1,0
751,2,4.0,1,1,23.0,1,0,0,0,1
752,3,6.0,0,1,12.475,0,1,0,0,1
753,3,33.0,0,0,9.5,0,1,0,0,1
754,3,23.0,0,0,7.8958,0,1,0,0,1
755,2,48.0,1,2,65.0,1,0,0,0,1
756,2,0.67,1,1,14.5,0,1,0,0,1
757,3,28.0,0,0,7.7958,0,1,0,0,1
758,2,18.0,0,0,11.5,0,1,0,0,1
759,3,34.0,0,0,8.05,0,1,0,0,1
760,1,33.0,0,0,86.5,1,0,0,0,1
761,3,29.69911764705882,0,0,14.5,0,1,0,0,1
762,3,41.0,0,0,7.125,0,1,0,0,1
763,3,20.0,0,0,7.2292,0,1,1,0,0
764,1,36.0,1,2,120.0,1,0,0,0,1
765,3,16.0,0,0,7.775,0,1,0,0,1
766,1,51.0,1,0,77.9583,1,0,0,0,1
767,1,29.69911764705882,0,0,39.6,0,1,1,0,0
768,3,30.5,0,0,7.75,1,0,0,1,0
769,3,29.69911764705882,1,0,24.15,0,1,0,1,0
770,3,32.0,0,0,8.3625,0,1,0,0,1
771,3,24.0,0,0,9.5,0,1,0,0,1
772,3,48.0,0,0,7.8542,0,1,0,0,1
773,2,57.0,0,0,10.5,1,0,0,0,1
774,3,29.69911764705882,0,0,7.225,0,1,1,0,0
775,2,54.0,1,3,23.0,1,0,0,0,1
776,3,18.0,0,0,7.75,0,1,0,0,1
777,3,29.69911764705882,0,0,7.75,0,1,0,1,0
778,3,5.0,0,0,12.475,1,0,0,0,1
779,3,29.69911764705882,0,0,7.7375,0,1,0,1,0
780,1,43.0,0,1,211.3375,1,0,0,0,1
781,3,13.0,0,0,7.2292,1,0,1,0,0
782,1,17.0,1,0,57.0,1,0,0,0,1
783,1,29.0,0,0,30.0,0,1,0,0,1
784,3,29.69911764705882,1,2,23.45,0,1,0,0,1
785,3,25.0,0,0,7.05,0,1,0,0,1
786,3,25.0,0,0,7.25,0,1,0,0,1
787,3,18.0,0,0,7.4958,1,0,0,0,1
788,3,8.0,4,1,29.125,0,1,0,1,0
789,3,1.0,1,2,20.575,0,1,0,0,1
790,1,46.0,0,0,79.2,0,1,1,0,0
791,3,29.69911764705882,0,0,7.75,0,1,0,1,0
792,2,16.0,0,0,26.0,0,1,0,0,1
793,3,29.69911764705882,8,2,69.55,1,0,0,0,1
794,1,29.69911764705882,0,0,30.6958,0,1,1,0,0
795,3,25.0,0,0,7.8958,0,1,0,0,1
796,2,39.0,0,0,13.0,0,1,0,0,1
797,1,49.0,0,0,25.9292,1,0,0,0,1
798,3,31.0,0,0,8.6833,1,0,0,0,1
799,3,30.0,0,0,7.2292,0,1,1,0,0
800,3,30.0,1,1,24.15,1,0,0,0,1
801,2,34.0,0,0,13.0,0,1,0,0,1
802,2,31.0,1,1,26.25,1,0,0,0,1
803,1,11.0,1,2,120.0,0,1,0,0,1
804,3,0.42,0,1,8.5167,0,1,1,0,0
805,3,27.0,0,0,6.975,0,1,0,0,1
806,3,31.0,0,0,7.775,0,1,0,0,1
807,1,39.0,0,0,0.0,0,1,0,0,1
808,3,18.0,0,0,7.775,1,0,0,0,1
809,2,39.0,0,0,13.0,0,1,0,0,1
810,1,33.0,1,0,53.1,1,0,0,0,1
811,3,26.0,0,0,7.8875,0,1,0,0,1
812,3,39.0,0,0,24.15,0,1,0,0,1
813,2,35.0,0,0,10.5,0,1,0,0,1
814,3,6.0,4,2,31.275,1,0,0,0,1
815,3,30.5,0,0,8.05,0,1,0,0,1
816,1,29.69911764705882,0,0,0.0,0,1,0,0,1
817,3,23.0,0,0,7.925,1,0,0,0,1
818,2,31.0,1,1,37.0042,0,1,1,0,0
819,3,43.0,0,0,6.45,0,1,0,0,1
820,3,10.0,3,2,27.9,0,1,0,0,1
821,1,52.0,1,1,93.5,1,0,0,0,1
822,3,27.0,0,0,8.6625,0,1,0,0,1
823,1,38.0,0,0,0.0,0,1,0,0,1
824,3,27.0,0,1,12.475,1,0,0,0,1
825,3,2.0,4,1,39.6875,0,1,0,0,1
826,3,29.69911764705882,0,0,6.95,0,1,0,1,0
827,3,29.69911764705882,0,0,56.4958,0,1,0,0,1
828,2,1.0,0,2,37.0042,0,1,1,0,0
829,3,29.69911764705882,0,0,7.75,0,1,0,1,0
830,1,62.0,0,0,80.0,1,0,0,0,0
831,3,15.0,1,0,14.4542,1,0,1,0,0
832,2,0.83,1,1,18.75,0,1,0,0,1
833,3,29.69911764705882,0,0,7.2292,0,1,1,0,0
834,3,23.0,0,0,7.8542,0,1,0,0,1
835,3,18.0,0,0,8.3,0,1,0,0,1
836,1,39.0,1,1,83.1583,1,0,1,0,0
837,3,21.0,0,0,8.6625,0,1,0,0,1
838,3,29.69911764705882,0,0,8.05,0,1,0,0,1
839,3,32.0,0,0,56.4958,0,1,0,0,1
840,1,29.69911764705882,0,0,29.7,0,1,1,0,0
841,3,20.0,0,0,7.925,0,1,0,0,1
842,2,16.0,0,0,10.5,0,1,0,0,1
843,1,30.0,0,0,31.0,1,0,1,0,0
844,3,34.5,0,0,6.4375,0,1,1,0,0
845,3,17.0,0,0,8.6625,0,1,0,0,1
846,3,42.0,0,0,7.55,0,1,0,0,1
847,3,29.69911764705882,8,2,69.55,0,1,0,0,1
848,3,35.0,0,0,7.8958,0,1,1,0,0
849,2,28.0,0,1,33.0,0,1,0,0,1
850,1,29.69911764705882,1,0,89.1042,1,0,1,0,0
851,3,4.0,4,2,31.275,0,1,0,0,1
852,3,74.0,0,0,7.775,0,1,0,0,1
853,3,9.0,1,1,15.2458,1,0,1,0,0
854,1,16.0,0,1,39.4,1,0,0,0,1
855,2,44.0,1,0,26.0,1,0,0,0,1
856,3,18.0,0,1,9.35,1,0,0,0,1
857,1,45.0,1,1,164.8667,1,0,0,0,1
858,1,51.0,0,0,26.55,0,1,0,0,1
859,3,24.0,0,3,19.2583,1,0,1,0,0
860,3,29.69911764705882,0,0,7.2292,0,1,1,0,0
861,3,41.0,2,0,14.1083,0,1,0,0,1
862,2,21.0,1,0,11.5,0,1,0,0,1
863,1,48.0,0,0,25.9292,1,0,0,0,1
864,3,29.69911764705882,8,2,69.55,1,0,0,0,1
865,2,24.0,0,0,13.0,0,1,0,0,1
866,2,42.0,0,0,13.0,1,0,0,0,1
867,2,27.0,1,0,13.8583,1,0,1,0,0
868,1,31.0,0,0,50.4958,0,1,0,0,1
869,3,29.69911764705882,0,0,9.5,0,1,0,0,1
870,3,4.0,1,1,11.1333,0,1,0,0,1
871,3,26.0,0,0,7.8958,0,1,0,0,1
872,1,47.0,1,1,52.5542,1,0,0,0,1
873,1,33.0,0,0,5.0,0,1,0,0,1
874,3,47.0,0,0,9.0,0,1,0,0,1
875,2,28.0,1,0,24.0,1,0,1,0,0
876,3,15.0,0,0,7.225,1,0,1,0,0
877,3,20.0,0,0,9.8458,0,1,0,0,1
878,3,19.0,0,0,7.8958,0,1,0,0,1
879,3,29.69911764705882,0,0,7.8958,0,1,0,0,1
880,1,56.0,0,1,83.1583,1,0,1,0,0
881,2,25.0,0,1,26.0,1,0,0,0,1
882,3,33.0,0,0,7.8958,0,1,0,0,1
883,3,22.0,0,0,10.5167,1,0,0,0,1
884,2,28.0,0,0,10.5,0,1,0,0,1
885,3,25.0,0,0,7.05,0,1,0,0,1
886,3,39.0,0,5,29.125,1,0,0,1,0
887,2,27.0,0,0,13.0,0,1,0,0,1
888,1,19.0,0,0,30.0,1,0,0,0,1
889,3,29.69911764705882,1,2,23.45,1,0,0,0,1
890,1,26.0,0,0,30.0,0,1,1,0,0
891,3,32.0,0,0,7.75,0,1,0,1,0
